Chromosome/scaffold name,Gene start (bp),Gene end (bp),Gene stable ID,Gene name,Strand
12,62260359,62260454,ENSG00000284360,MIR6125,1
12,68575858,68576136,ENSG00000274459,Metazoa_SRP,-1
12,69400903,69401200,ENSG00000266185,RN7SL804P,1
14,105864215,105864260,ENSG00000240041,IGHJ4,-1
12,50633273,50633376,ENSG00000207136,RNU6-769P,1
12,71639355,71639483,ENSG00000212461,,1
12,53056944,53057012,ENSG00000278108,MIR6757,1
12,73679188,73679296,ENSG00000252415,RNU6-1012P,-1
14,105864587,105864635,ENSG00000242887,IGHJ3,-1
12,50656973,50657078,ENSG00000200183,RNU6-238P,1
12,50743568,50743684,ENSG00000200428,Y_RNA,1
12,76315751,76316048,ENSG00000223273,RN7SKP172,1
14,105864793,105864852,ENSG00000237547,IGHJ2P,-1
12,70906917,70907018,ENSG00000207387,Y_RNA,1
14,105865199,105865250,ENSG00000211904,IGHJ2,-1
12,75689152,75689304,ENSG00000251893,SNORA70,-1
22,31305404,31305512,ENSG00000212542,RNA5SP496,1
12,88430442,88430550,ENSG00000199245,Y_RNA,1
14,105865407,105865458,ENSG00000211905,IGHJ1,-1
22,23658094,23693185,ENSG00000291299,,-1
12,89282223,89282285,ENSG00000238302,RNU7-120P,-1
12,88581639,88581796,ENSG00000252850,RNU1-117P,1
14,105865551,105865561,ENSG00000236597,IGHD7-27,-1
12,69584722,69584823,ENSG00000264405,MIR3913-1,-1
12,68627234,68627375,ENSG00000206650,SNORA70G,-1
14,105865624,105865678,ENSG00000227335,IGHJ1P,-1
12,73764279,73764413,ENSG00000201809,U8,-1
14,105881034,105881053,ENSG00000211907,IGHD1-26,-1
12,79878305,79878419,ENSG00000201942,RNA5SP363,-1
12,93509487,93509768,ENSG00000243015,RN7SL737P,1
14,105881539,105881556,ENSG00000225825,IGHD6-25,-1
12,69584723,69584822,ENSG00000283677,MIR3913-2,1
12,68911921,68911982,ENSG00000252770,RNU7-4P,1
14,105883903,105883922,ENSG00000211909,IGHD5-24,-1
12,80832533,80832629,ENSG00000207763,MIR617,-1
12,80935736,80935833,ENSG00000208022,MIR618,-1
12,81158388,81158461,ENSG00000265227,MIR4699,1
14,105884870,105884888,ENSG00000227196,IGHD4-23,-1
12,95308420,95308513,ENSG00000199172,MIR331,1
12,93021606,93021712,ENSG00000207365,Y_RNA,1
6,49727376,49744437,ENSG00000096006,CRISP3,-1
12,95617689,95617786,ENSG00000212448,Y_RNA,1
12,95275770,95275872,ENSG00000202470,Y_RNA,1
14,105886031,105886061,ENSG00000211911,IGHD3-22,-1
22,23700789,23717356,ENSG00000290440,,-1
12,95290692,95290799,ENSG00000212535,RNU6-808P,1
X,54192823,54358642,ENSG00000196632,WNK3,-1
14,105888551,105888578,ENSG00000211912,IGHD2-21,-1
12,94561789,94561859,ENSG00000266099,MIR5700,1
12,93266017,93266096,ENSG00000201502,,1
14,105890084,105896577,ENSG00000244620,,1
12,97939056,97939121,ENSG00000265861,MIR4495,-1
12,92952639,92952745,ENSG00000202534,RNU6-1329P,1
12,83021890,83021992,ENSG00000252220,RNU6-977P,1
9,137423350,137434406,ENSG00000188747,NOXA1,1
12,101199271,101199377,ENSG00000207414,RNU6-768P,-1
12,93460725,93460826,ENSG00000200011,Y_RNA,-1
14,105891191,105891207,ENSG00000237020,IGHD1-20,-1
12,96101951,96102249,ENSG00000277062,RN7SL88P,-1
12,94515476,94515760,ENSG00000244091,RN7SL483P,1
14,105891699,105891719,ENSG00000211914,IGHD6-19,-1
12,101472339,101472456,ENSG00000252366,RNA5SP367,1
14,105893542,105893561,ENSG00000211915,IGHD5-18,-1
12,95309923,95309984,ENSG00000265917,MIR3685,1
12,96303375,96303513,ENSG00000201435,RNU4-24P,-1
12,101871742,101871801,ENSG00000252863,RNU6-1183P,-1
14,105894508,105894523,ENSG00000227800,IGHD4-17,-1
12,101466705,101466820,ENSG00000202249,RNU5E-5P,1
22,36140329,36166177,ENSG00000128284,APOL3,-1
12,101446825,101446932,ENSG00000206929,Y_RNA,1
14,105895634,105895670,ENSG00000211917,IGHD3-16,-1
12,92170353,92170453,ENSG00000199895,Y_RNA,-1
12,98417896,98418038,ENSG00000201296,RNU4-41P,-1
14,105897957,105897987,ENSG00000211918,IGHD2-15,-1
2,221961737,221963765,ENSG00000226666,HSPA9P1,1
12,101836820,101836927,ENSG00000223046,RNA5SP369,1
12,84183324,84183448,ENSG00000221148,,-1
14,105900638,105900654,ENSG00000227108,IGHD1-14,-1
12,94571231,94571352,ENSG00000283818,MIR7844,-1
12,94361220,94361526,ENSG00000244391,RN7SL330P,1
14,105901142,105901162,ENSG00000211920,IGHD6-13,-1
12,69273157,69273218,ENSG00000283476,MIR1279,-1
12,95438737,95438843,ENSG00000222544,RNU6-735P,-1
14,105902649,105902671,ENSG00000211921,IGHD5-12,-1
12,97995383,97995448,ENSG00000263890,MIR4303,-1
12,101765406,101765509,ENSG00000222255,RNU6-101P,-1
12,101719808,101719918,ENSG00000199933,RNY1P16,1
14,105903616,105903631,ENSG00000232543,IGHD4-11,-1
2,159797288,159798043,ENSG00000287091,,-1
12,101779814,101779929,ENSG00000201168,RNA5SP368,1
12,101796410,101796502,ENSG00000222932,RNU6-172P,-1
14,105907211,105907241,ENSG00000211925,IGHD2-8,-1
12,97721716,97721822,ENSG00000206899,RNU6-36P,1
12,104851824,104851918,ENSG00000222579,Y_RNA,1
12,93831076,93831372,ENSG00000264978,RN7SL630P,1
14,105909907,105909923,ENSG00000237197,IGHD1-7,-1
12,101411357,101411459,ENSG00000222890,RNU6-1068P,1
14,105910410,105910427,ENSG00000228131,IGHD6-6,-1
2,197568224,197676045,ENSG00000162944,RFTN2,-1
12,108738484,108738604,ENSG00000200060,Y_RNA,1
12,95792529,95792635,ENSG00000199506,RNU6-247P,-1
14,105912257,105912276,ENSG00000211928,IGHD5-5,-1
12,96979528,96979629,ENSG00000202368,Y_RNA,-1
14,105913222,105913237,ENSG00000233655,IGHD4-4,-1
12,116428252,116428318,ENSG00000264037,MIR4472-2,-1
12,107374747,107374827,ENSG00000200897,,1
14,105914359,105914389,ENSG00000211930,IGHD3-3,-1
12,114737704,114737798,ENSG00000252459,,1
12,111304142,111304209,ENSG00000273700,MIR6760,1
12,106282927,106282989,ENSG00000238609,RNU7-94P,-1
14,105916826,105916856,ENSG00000211931,IGHD2-2,-1
14,105919502,105919518,ENSG00000236170,IGHD1-1,-1
12,112695034,112695176,ENSG00000283507,MIR1302-1,-1
15,100559369,100603230,ENSG00000140471,LINS1,-1
14,105939756,105940253,ENSG00000211933,IGHV6-1,-1
12,108836908,108837006,ENSG00000207622,MIR619,-1
12,100189884,100189949,ENSG00000221476,MIR1827,1
12,118888434,118888564,ENSG00000201042,,-1
12,116082570,116082676,ENSG00000200665,RNU6-1188P,1
12,100257688,100257790,ENSG00000206790,Y_RNA,-1
12,111339527,111339621,ENSG00000253080,RNA5SP373,1
12,108778144,108778271,ENSG00000273499,,-1
12,107486511,107486635,ENSG00000222302,RNA5SP371,-1
12,116148560,116148654,ENSG00000207967,MIR620,-1
14,105945210,105945389,ENSG00000254279,IGHVII-1-1,-1
5,154821943,154822258,ENSG00000277039,Metazoa_SRP,1
12,100158502,100158765,ENSG00000266610,RN7SL176P,-1
14,105978520,105979146,ENSG00000225200,,-1
5,154829458,154829540,ENSG00000263361,MIR378H,1
12,94008739,94009047,ENSG00000223126,RN7SKP263,-1
14,105986582,105987083,ENSG00000211934,IGHV1-2,-1
12,96427200,96427486,ENSG00000252827,RN7SKP11,-1
5,154887411,154938211,ENSG00000082516,GEMIN5,-1
12,111564821,111564883,ENSG00000272215,U7,-1
12,118829681,118829805,ENSG00000199809,RNA5SP374,1
19,52797408,52857600,ENSG00000198538,ZNF28,-1
12,115717725,115718013,ENSG00000240205,RN7SL865P,1
12,109059986,109060100,ENSG00000212138,RNA5SP372,1
14,106001534,106001824,ENSG00000253780,IGHVIII-2-1,-1
12,121444273,121444352,ENSG00000284402,MIR7107,-1
12,127619336,127619447,ENSG00000199584,Y_RNA,-1
14,106005095,106005574,ENSG00000211935,IGHV1-3,-1
12,127321355,127321529,ENSG00000253089,RNU1-104P,1
12,131299640,131299751,ENSG00000212251,RNA5SP376,-1
7,151053815,151057897,ENSG00000164885,CDK5,-1
12,115852648,115852718,ENSG00000200112,,-1
12,133238455,133238549,ENSG00000238443,Y_RNA,1
11,95840017,95840124,ENSG00000222578,RNA5SP345,-1
12,128294092,128294178,ENSG00000265635,MIR3612,1
12,133238335,133238438,ENSG00000239190,RNU6-717P,-1
11,95963219,95963624,ENSG00000242993,RPL32P25,1
12,118993857,118994159,ENSG00000244112,RN7SL508P,1
14,106011922,106012420,ENSG00000276775,IGHV4-4,-1
12,104591633,104591716,ENSG00000264295,MIR3922,1
12,97491909,97491978,ENSG00000221479,MIR1251,1
12,108926435,108926541,ENSG00000201324,RNU6-361P,-1
12,97552137,97552228,ENSG00000251844,,-1
14,106025145,106025630,ENSG00000282122,IGHV7-4-1,-1
10,112424428,112447572,ENSG00000023041,ZDHHC6,-1
12,97563812,97563911,ENSG00000207586,MIR135A2,1
12,97492462,97492597,ENSG00000273942,,1
12,97493178,97493286,ENSG00000274230,,1
14,106037902,106038365,ENSG00000211937,IGHV2-5,-1
12,97493897,97494003,ENSG00000275231,,1
12,97495932,97496057,ENSG00000273570,,1
12,97530656,97530858,ENSG00000275971,,1
12,97532691,97532958,ENSG00000274819,,1
12,97560557,97560721,ENSG00000278802,,1
1,108502358,108503455,ENSG00000227832,ST13P21,1
14,106039666,106039764,ENSG00000253387,IGHVIII-5-1,-1
12,97560856,97561048,ENSG00000276398,,1
1,94417743,94418228,ENSG00000286692,,-1
12,97564174,97564327,ENSG00000277081,,1
14,106045600,106045860,ENSG00000254053,IGHVIII-5-2,-1
12,128244506,128244573,ENSG00000265061,,1
1,93847174,93848939,ENSG00000260464,,1
12,1660315,1660380,ENSG00000266043,MIR3649,-1
14,106055549,106055998,ENSG00000253763,IGHV3-6,-1
12,1688574,1788674,ENSG00000006831,ADIPOR2,1
14,106062151,106062683,ENSG00000211938,IGHV3-7,-1
19,52809824,52810708,ENSG00000255875,PABPN1P2,1
6,150865679,151101887,ENSG00000120254,MTHFD1L,1
19,57477649,57482996,ENSG00000268266,,1
14,106636672,106636786,ENSG00000199480,RNA5SP389,1
1,95937901,96022890,ENSG00000237435,LINC02790,1
14,106637718,106637973,ENSG00000254329,IGHVII-60-1,-1
2,170332085,170408564,ENSG00000231898,MYO3B-AS1,-1
14,106639119,106639657,ENSG00000211970,IGHV4-61,-1
11,65866441,65873592,ENSG00000172638,EFEMP2,-1
19,57487718,57517559,ENSG00000268107,,1
14,106643142,106643585,ENSG00000253132,IGHV3-62,-1
14,106650551,106650785,ENSG00000253747,IGHVII-62-1,-1
14,106652237,106652681,ENSG00000253936,IGHV3-63,-1
14,106657725,106658258,ENSG00000223648,IGHV3-64,-1
19,57499915,57518404,ENSG00000152439,ZNF773,1
14,106666092,106666532,ENSG00000253209,IGHV3-65,-1
14,106671772,106672073,ENSG00000253169,IGHVII-65-1,-1
14,106675017,106675544,ENSG00000211972,IGHV3-66,-1
8,106980967,106981571,ENSG00000275905,,-1
14,106680603,106681042,ENSG00000253274,IGHV1-67,-1
14,106683395,106684350,ENSG00000223506,SLC20A1P1,-1
14,106686517,106686562,ENSG00000253820,IGHVII-67-1,-1
8,107160354,107166595,ENSG00000287289,,1
14,106687113,106687200,ENSG00000254036,IGHVIII-67-2,-1
14,106692657,106692888,ENSG00000253635,IGHVIII-67-3,-1
8,107173200,107173809,ENSG00000254146,HMGB1P46,-1
14,106695102,106695397,ENSG00000254052,IGHVIII-67-4,-1
14,106703846,106704286,ENSG00000253703,IGHV1-68,-1
14,106714684,106715181,ENSG00000211973,IGHV1-69,-1
8,107186997,107195938,ENSG00000287208,,-1
8,107499773,107506416,ENSG00000286766,,1
14,106723574,106724093,ENSG00000211974,IGHV2-70D,-1
8,141391995,141432454,ENSG00000184489,PTP4A3,1
12,1695830,1698044,ENSG00000271500,,-1
12,1741197,1747099,ENSG00000285627,,-1
14,106728163,106728615,ENSG00000282600,IGHV3-69-1,-1
12,1757231,1758011,ENSG00000243663,RPS4XP14,-1
14,106737110,106737547,ENSG00000281990,IGHV1-69-2,-1
14,106750289,106750594,ENSG00000283571,,-1
14,106762092,106762588,ENSG00000280411,IGHV1-69D,-1
19,57527325,57557542,ENSG00000121406,ZNF549,1
14,106770577,106771020,ENSG00000274576,IGHV2-70,-1
14,106775157,106775618,ENSG00000254056,IGHV3-71,-1
14,106790694,106791233,ENSG00000225698,IGHV3-72,-1
15,100602589,100651701,ENSG00000183475,ASB7,1
1,99842610,99842761,ENSG00000231996,,1
1,100894928,100895356,ENSG00000273204,,1
14,106802694,106803233,ENSG00000211976,IGHV3-73,-1
17,10658542,10659082,ENSG00000261433,,-1
14,106810442,106811131,ENSG00000224650,IGHV3-74,-1
17,10672474,10698375,ENSG00000133028,SCO1,-1
14,106821174,106821414,ENSG00000254134,IGHVII-74-1,-1
14,106823687,106824147,ENSG00000254176,IGHV3-75,-1
1,63593411,63660245,ENSG00000079739,PGM1,1
14,106827869,106828163,ENSG00000253247,IGHV3-76,-1
14,106831767,106832052,ENSG00000253310,IGHVIII-76-1,-1
14,106850885,106850999,ENSG00000265929,MIR5195,-1
14,106851123,106851417,ENSG00000211978,IGHV5-78,-1
12,1791963,1918666,ENSG00000151062,CACNA2D4,-1
14,106865627,106865895,ENSG00000253674,IGHVII-78-1,-1
19,57571566,57578911,ENSG00000083817,ZNF416,-1
14,106867660,106868092,ENSG00000275747,IGHV3-79,-1
9,3875584,3878809,ENSG00000236724,,1
14,106872783,106873186,ENSG00000283906,IGHV4-80,-1
9,3898642,3901248,ENSG00000237009,GLIS3-AS1,1
14,106874583,106875071,ENSG00000211979,IGHV7-81,-1
9,4070906,4071884,ENSG00000230001,,-1
9,4299390,4306046,ENSG00000228322,GLIS3-AS2,1
9,4386410,4386556,ENSG00000200941,RNU6-694P,-1
8,141507333,141509785,ENSG00000287325,,1
14,106879563,106879812,ENSG00000253303,IGHVIII-82,-1
8,56300005,56320776,ENSG00000170786,SDR16C5,-1
14,95407266,95516650,ENSG00000176438,SYNE3,-1
19,57578456,57593890,ENSG00000171649,ZIK1,1
9,33921693,34049388,ENSG00000137073,UBAP2,-1
15,100638363,100638457,ENSG00000212306,Y_RNA,1
15,100645434,100646655,ENSG00000259381,,-1
2,120346136,120351803,ENSG00000163083,INHBB,1
17,10680734,10683988,ENSG00000263388,,1
22,36220572,36222144,ENSG00000288778,,1
15,100400395,100544995,ENSG00000154227,CERS3,-1
5,62443176,62443282,ENSG00000199279,RNU6-661P,1
17,10697594,10711558,ENSG00000170222,ADPRM,1
5,62512246,62512482,ENSG00000268942,CKS1BP3,-1
22,44752558,44862788,ENSG00000241484,ARHGAP8,1
5,62561859,62562216,ENSG00000241991,,-1
5,62575951,62576271,ENSG00000240436,RPL35AP14,-1
8,94879770,94896678,ENSG00000175305,CCNE2,-1
7,151061928,151061978,ENSG00000288608,,1
5,62578819,62581446,ENSG00000186105,LRRC70,1
7,151074742,151076530,ENSG00000244151,,-1
7,151081085,151083493,ENSG00000164897,TMUB1,-1
X,155071420,155123077,ENSG00000185515,BRCC3,1
19,57614233,57624724,ENSG00000213762,ZNF134,1
2,175923882,176002839,ENSG00000144320,LNPK,-1
17,10699015,10730023,ENSG00000187824,TMEM220,-1
1,18107798,18378483,ENSG00000117154,IGSF21,1
5,161288429,161549044,ENSG00000145864,GABRB2,-1
19,57625032,57626950,ENSG00000268392,,1
19,57630395,57644041,ENSG00000121417,ZNF211,1
10,70389426,70390626,ENSG00000224725,CEP57L1P1,1
10,70404145,70428618,ENSG00000148730,EIF4EBP2,1
10,70431936,70447951,ENSG00000156574,NODAL,-1
6,43671202,43687791,ENSG00000096080,MRPS18A,-1
1,52684449,52698347,ENSG00000162377,COA7,-1
7,151175698,151187832,ENSG00000146926,ASB10,-1
10,70434829,70436556,ENSG00000280401,,1
10,70485336,70486325,ENSG00000230661,YY1P1,-1
10,129693722,129702117,ENSG00000237224,,-1
1,103415980,103525511,ENSG00000224613,RNPC3-DT,-1
17,10716002,10716511,ENSG00000264176,MAGOH2P,-1
17,10729777,10815164,ENSG00000263400,TMEM220-AS1,1
10,129835233,129973053,ENSG00000108001,EBF3,-1
6,53051991,53100873,ENSG00000112146,FBXO9,1
1,100331804,100332617,ENSG00000215871,,-1
1,90388193,90420396,ENSG00000287372,,-1
19,57664280,57665039,ENSG00000269097,TPRG1LP1,1
14,74852871,74876154,ENSG00000119608,PROX2,-1
1,97394154,97420141,ENSG00000232542,DPYD-IT1,-1
19,37371061,37393066,ENSG00000189164,ZNF527,1
17,10729777,10880895,ENSG00000285220,,1
1,113979391,114035572,ENSG00000116774,OLFML3,1
17,10741257,10769089,ENSG00000264016,,-1
7,151190873,151205496,ENSG00000278685,IQCA1L,-1
17,10745553,10746543,ENSG00000240813,,-1
3,171534423,171534615,ENSG00000234594,MTCO1P58,1
9,33750679,33799231,ENSG00000010438,PRSS3,1
14,71320449,71741229,ENSG00000197555,SIPA1L1,1
17,10792059,10794985,ENSG00000266114,,1
17,10794906,10838094,ENSG00000284876,,-1
3,183253253,183298504,ENSG00000176597,B3GNT5,1
17,10821901,10822243,ENSG00000279542,,-1
17,10822470,10838087,ENSG00000233670,PIRT,-1
X,153785766,153794512,ENSG00000067829,IDH3G,-1
17,10844674,10880895,ENSG00000263508,,1
7,151211484,151227205,ENSG00000033050,ABCF2,-1
17,10857899,10858004,ENSG00000207242,RNU6-1065P,-1
17,10860535,10861462,ENSG00000244753,RPL15P21,-1
17,11157455,11157747,ENSG00000243346,RN7SL601P,1
17,11197883,11242062,ENSG00000285541,,-1
1,14774469,14777727,ENSG00000287756,,-1
1,9421098,9422862,ENSG00000284652,,-1
17,11241213,11564063,ENSG00000188803,SHISA6,1
1,93885199,93909456,ENSG00000023909,GCLM,-1
19,37401404,37403846,ENSG00000279936,,-1
11,65883740,65888531,ENSG00000172500,FIBP,-1
19,37411155,37469275,ENSG00000196437,ZNF569,-1
3,154352136,154354799,ENSG00000240048,DDX50P2,-1
3,194755589,194757422,ENSG00000234805,FAM151AP1,1
8,166086,167024,ENSG00000176269,OR4F21,-1
8,23701740,23706756,ENSG00000180053,NKX2-6,-1
8,489803,545781,ENSG00000180190,TDRP,-1
10,130020025,130110830,ENSG00000237489,C10orf143,-1
3,168008689,168095924,ENSG00000173905,GOLIM4,-1
15,90650631,90651103,ENSG00000278370,,1
8,104489231,104589258,ENSG00000147650,LRP12,-1
15,90660207,90664967,ENSG00000245479,LINC01585,1
17,11288205,11290811,ENSG00000264727,,1
2,138288029,138288793,ENSG00000234645,YWHAEP5,-1
9,128068201,128109245,ENSG00000148339,SLC25A25,1
2,180473137,180473419,ENSG00000270289,,-1
15,90755243,90755312,ENSG00000200677,SNORD18,-1
6,31544444,31548427,ENSG00000213760,ATP6V1G2,-1
15,90811528,90815544,ENSG00000287061,,-1
10,130104569,130104998,ENSG00000277218,,-1
15,90855935,90856207,ENSG00000241869,RN7SL363P,-1
10,130106046,130108481,ENSG00000233122,CTAGE7P,1
10,130131770,130132241,ENSG00000233319,PPIAP32,-1
10,130136391,130184521,ENSG00000108010,GLRX3,1
15,90883695,90895776,ENSG00000182511,FES,1
2,165469647,165689407,ENSG00000178662,CSRNP3,1
1,91680343,91906335,ENSG00000069702,TGFBR3,-1
19,37503906,37504465,ENSG00000267115,,-1
19,37545470,37549171,ENSG00000180458,,-1
17,11598470,11969748,ENSG00000007174,DNAH9,1
19,37548914,37587348,ENSG00000267470,ZNF571-AS1,1
6,31718594,31726714,ENSG00000204420,MPIG6B,1
8,93719574,93721167,ENSG00000253854,,1
5,62306206,62537249,ENSG00000288643,,1
8,93733216,93734022,ENSG00000253722,,1
8,93740121,93740773,ENSG00000279331,RBM12B-AS1,1
8,93741193,93744534,ENSG00000253848,RBM12B-DT,1
5,132747426,132754403,ENSG00000205089,CCNI2,1
8,143412749,143417054,ENSG00000253931,LINC02990,1
8,143417679,143419150,ENSG00000254338,MAFA-AS1,1
8,143419182,143430732,ENSG00000182759,MAFA,-1
8,143437659,143541447,ENSG00000014164,ZC3H3,-1
5,142310427,142326455,ENSG00000187678,SPRY4,-1
7,151240399,151240972,ENSG00000272661,,1
7,35614650,35622939,ENSG00000287032,,-1
19,37551406,37614179,ENSG00000171817,ZNF540,1
10,13391347,13400706,ENSG00000286514,,1
20,63488013,63499239,ENSG00000101210,EEF1A2,-1
10,13415202,13423133,ENSG00000233256,,1
5,180847611,180861285,ENSG00000196670,ZFP62,-1
10,13511206,13511313,ENSG00000202508,Y_RNA,-1
7,35632659,35697459,ENSG00000122557,HERPUD2,-1
10,13528516,13530262,ENSG00000227175,BEND7-DT,1
10,13591460,13592323,ENSG00000227474,RPL6P24,-1
22,44881162,45010005,ENSG00000056487,PHF21B,-1
10,13675646,13675990,ENSG00000273474,,1
10,13710415,13712054,ENSG00000225112,,1
10,13727796,13727916,ENSG00000199407,RNA5SP301,1
2,222044525,222044994,ENSG00000226331,RPL23AP28,-1
10,112374116,112428379,ENSG00000197142,ACSL5,1
2,210030572,210064356,ENSG00000229127,KANSL1L-AS1,1
2,161422659,161423577,ENSG00000224076,,-1
8,143541648,143545128,ENSG00000287576,,1
8,143541973,143549729,ENSG00000254859,,-1
8,143542110,143542398,ENSG00000275558,RN7SKP175,1
2,172084740,172089677,ENSG00000144355,DLX1,1
8,143553207,143563062,ENSG00000104518,GSDMD,1
5,180784780,180815652,ENSG00000131446,MGAT1,-1
3,57134142,57134723,ENSG00000229863,RPL19P2,1
X,34129752,34132314,ENSG00000185448,FAM47A,-1
3,196318330,196325570,ENSG00000235897,TM4SF19-AS1,1
X,85003877,85093315,ENSG00000155008,APOOL,1
7,35695214,35699413,ENSG00000271122,HERPUD2-AS1,1
2,131833783,131836532,ENSG00000232760,,-1
3,150761937,150873554,ENSG00000244265,SIAH2-AS1,1
7,35715032,35734924,ENSG00000227544,LINC03013,1
19,37689865,37719188,ENSG00000267552,,-1
3,156215560,156227883,ENSG00000240596,KCNAB1-AS2,-1
2,130275592,130276257,ENSG00000230496,MTCO2P7,1
3,194827890,194832592,ENSG00000238031,,1
2,195448532,195481827,ENSG00000224099,,1
3,189969030,189969861,ENSG00000230077,MTAPP2,-1
20,63166013,63180903,ENSG00000231977,,-1
19,37693280,37693564,ENSG00000267319,SELENOKP1,-1
3,191329085,191398659,ENSG00000152492,CCDC50,1
19,37696371,37719761,ENSG00000198182,ZNF607,-1
20,63400208,63472677,ENSG00000075043,KCNQ2,-1
X,115561174,115650861,ENSG00000102024,PLS3,1
7,35768122,35768640,ENSG00000232736,,-1
2,179441982,179861612,ENSG00000144331,ZNF385B,-1
7,35847038,35847426,ENSG00000274328,,-1
7,77696459,77783022,ENSG00000187257,RSBN1L,1
5,90392257,90409766,ENSG00000153140,CETN3,-1
19,37728586,37730643,ENSG00000267152,,-1
19,37728596,37730733,ENSG00000287496,,1
19,37779686,37792865,ENSG00000267422,,1
19,37884823,37906677,ENSG00000171804,WDR87,-1
11,65890673,65891635,ENSG00000175602,CCDC85B,1
9,34989641,34998900,ENSG00000137094,DNAJB5,1
1,115564601,115565432,ENSG00000232185,CNOT7P2,1
1,107964443,107994607,ENSG00000230489,VAV3-AS1,1
11,65892049,65900573,ENSG00000175592,FOSL1,-1
1,101256274,101256616,ENSG00000228399,,1
1,56538452,56538911,ENSG00000236776,RPL21P23,1
1,100651947,100652267,ENSG00000224685,RPL36AP12,1
1,90719576,90725620,ENSG00000287076,,1
1,105956694,106124564,ENSG00000237480,,1
3,194136148,194138732,ENSG00000114315,HES1,1
19,41190927,41191229,ENSG00000264423,RN7SL718P,-1
1,95743096,95759470,ENSG00000271252,,1
6,10393186,10419659,ENSG00000137203,TFAP2A,-1
1,95061596,95067545,ENSG00000230427,ALG14-AS1,1
19,41193210,41207539,ENSG00000167600,CYP2S1,1
22,44901547,44902471,ENSG00000223730,RPL6P28,1
1,93924386,93924716,ENSG00000235794,MTND3P21,-1
1,88462936,88464079,ENSG00000286758,,1
22,45000565,45003619,ENSG00000230922,,-1
1,50174306,50175868,ENSG00000237337,ELAVL4-AS1,-1
1,99464378,99464776,ENSG00000233983,,1
22,19846138,19854896,ENSG00000215012,RTL10,-1
7,77793728,77798434,ENSG00000135211,TMEM60,-1
5,157785743,157859145,ENSG00000113282,CLINT1,-1
11,65916810,65919062,ENSG00000175573,C11orf68,-1
7,77895880,77895992,ENSG00000222432,Y_RNA,1
3,142157527,142225592,ENSG00000175066,GK5,-1
7,77990384,77995171,ENSG00000232756,DDX3ILA1,1
